Zaman (sn),CH1 (V),CH2 (V),CH3 (V),Label
10.0892,1.6794,1.7262,1.6593,2
10.0892,1.7141,1.7229,1.6568,2
10.0892,1.8124,1.7366,1.6552,2
10.0892,1.9196,1.7326,1.6577,2
10.0892,1.9719,1.7253,1.6568,2
10.0892,1.9574,1.7318,1.6528,2
10.0892,1.9051,1.7165,1.6560,2
10.0892,1.8269,1.7197,1.6464,2
10.0892,1.7487,1.7157,1.6496,2
10.0892,1.7141,1.7036,1.6544,2
10.0892,1.6931,1.7012,1.6504,2
10.0892,1.6415,1.7157,1.6520,2
10.0892,1.5690,1.7149,1.6520,2
10.0892,1.5199,1.7125,1.6528,2
10.0892,1.5021,1.7133,1.6528,2
10.0892,1.5448,1.7060,1.6568,2
10.0892,1.6206,1.7181,1.6528,2
10.0892,1.6851,1.7221,1.6633,2
10.0892,1.7334,1.7262,1.6617,2
10.0892,1.7576,1.7278,1.6536,2
10.0892,1.7818,1.7278,1.6520,2
10.0892,1.8196,1.7173,1.6560,2
10.0892,1.8140,1.7092,1.6512,2
10.0892,1.7576,1.7004,1.6496,2
10.0892,1.7165,1.6988,1.6496,2
10.0892,1.6214,1.7052,1.6456,2
10.0892,1.5102,1.7084,1.6488,2
10.0892,1.4642,1.7100,1.6488,2
10.0892,1.4594,1.7157,1.6480,2
10.0892,1.5247,1.7245,1.6504,2
10.0892,1.5980,1.7262,1.6488,2
10.0892,1.6367,1.7310,1.6480,2
10.0892,1.6577,1.7229,1.6496,2
10.0892,1.6738,1.7302,1.6536,2
10.0892,1.6778,1.7253,1.6536,2
10.0892,1.7350,1.7278,1.6488,2
10.0892,1.8116,1.7294,1.6480,2
10.0892,1.8486,1.7326,1.6520,2
10.0892,1.8486,1.7350,1.6520,2
10.0892,1.7818,1.7350,1.6520,2
10.0892,1.6988,1.7342,1.6528,2
10.0892,1.6359,1.7302,1.6488,2
10.0892,1.6254,1.7399,1.6528,2
10.0892,1.6351,1.7390,1.6536,2
10.0892,1.6278,1.7447,1.6496,2
10.0892,1.5827,1.7463,1.6560,2
10.0892,1.5327,1.7431,1.6577,2
10.0892,1.5062,1.7439,1.6480,2
10.0892,1.5174,1.7399,1.6512,2
10.0892,1.5738,1.7286,1.6528,2
10.0892,1.6536,1.7253,1.6528,2
10.0892,1.7318,1.7221,1.6496,2
10.0892,1.7624,1.7229,1.6496,2
10.0892,1.8011,1.7270,1.6472,2
10.0892,1.8519,1.7326,1.6496,2
10.0892,1.9365,1.7318,1.6432,2
10.0892,1.9913,1.7382,1.6432,2
10.0892,2.0026,1.7318,1.6480,2
10.0892,1.9977,1.7382,1.6464,2
10.0892,1.9502,1.7455,1.6432,2
10.0892,1.8833,1.7366,1.6407,2
10.0892,1.8438,1.7423,1.6415,2
10.0892,1.8293,1.7423,1.6383,2
10.0892,1.8003,1.7399,1.6375,2
10.0892,1.7648,1.7463,1.6359,2
10.0892,1.7149,1.7439,1.6351,2
10.0892,1.6899,1.7487,1.6319,2
10.0892,1.7036,1.7439,1.6351,2
10.0892,1.7181,1.7278,1.6343,2
10.0892,1.7439,1.7326,1.6343,2
10.0892,1.7673,1.7455,1.6351,2
10.0892,1.7527,1.7479,1.6359,2
10.0892,1.7584,1.7487,1.6407,2
10.0892,1.7656,1.7544,1.6423,2
10.0892,1.7624,1.7270,1.6407,2
10.0892,1.7600,1.7278,1.6399,2
10.0892,1.7624,1.7116,1.6423,2
10.0892,1.7600,1.7076,1.6456,2
10.0892,1.7584,1.7173,1.6440,2
10.0892,1.7656,1.7189,1.6415,2
10.0892,1.7431,1.7294,1.6432,2
10.0892,1.7044,1.7302,1.6423,2
10.0892,1.6641,1.7334,1.6423,2
10.0892,1.6738,1.7278,1.6375,2
10.0892,1.7020,1.7431,1.6391,2
10.1364,1.7632,1.7431,1.6440,2
10.1364,1.8277,1.7415,1.6488,2
10.1364,1.8607,1.7527,1.6464,2
10.1364,1.8470,1.7495,1.6472,2
10.1364,1.8116,1.7552,1.6464,2
10.1364,1.8019,1.7463,1.6488,2
10.1364,1.8253,1.7374,1.6488,2
10.1364,1.8422,1.7253,1.6504,2
10.1364,1.8269,1.7181,1.6536,2
10.1364,1.8067,1.7149,1.6536,2
10.1364,1.7624,1.7181,1.6528,2
10.1364,1.7084,1.7286,1.6423,2
10.1364,1.6899,1.7374,1.6440,2
10.1364,1.7020,1.7399,1.6432,2
10.1364,1.7125,1.7334,1.6456,2
10.1364,1.7084,1.7181,1.6464,2
10.1364,1.7004,1.7221,1.6512,2
10.1364,1.6907,1.7294,1.6456,2
10.1364,1.6786,1.7302,1.6585,2
11.9483,1.6641,1.6536,1.6448,2
11.9483,1.6754,1.6593,1.6448,2
11.9483,1.6842,1.6625,1.6448,2
11.9483,1.6859,1.6568,1.6496,2
11.9483,1.6867,1.6577,1.6512,2
11.9483,1.6802,1.6625,1.6512,2
11.9483,1.6714,1.6568,1.6496,2
11.9483,1.6625,1.6601,1.6536,2
11.9483,1.6480,1.6625,1.6528,2
11.9483,1.6295,1.6520,1.6544,2
11.9483,1.6021,1.6536,1.6609,2
11.9483,1.5819,1.6504,1.6641,2
11.9483,1.5642,1.6456,1.6617,2
11.9483,1.5569,1.6415,1.6512,2
11.9483,1.5618,1.6383,1.6488,2
11.9483,1.5811,1.6399,1.6488,2
11.9483,1.6069,1.6480,1.6504,2
11.9483,1.6303,1.6407,1.6472,2
11.9483,1.6601,1.6351,1.6480,2
11.9483,1.6899,1.6496,1.6480,2
11.9483,1.7060,1.6464,1.6464,2
11.9483,1.7165,1.6399,1.6440,2
11.9483,1.7253,1.6311,1.6528,2
11.9483,1.7310,1.6375,1.6601,2
11.9483,1.7294,1.6464,1.6617,2
11.9483,1.7205,1.6432,1.6560,2
11.9483,1.7108,1.6375,1.6593,2
11.9483,1.7044,1.6432,1.6649,2
11.9483,1.6955,1.6472,1.6649,2
11.9483,1.6883,1.6464,1.6826,2
11.9483,1.6826,1.6423,1.6826,2
11.9483,1.6722,1.6448,1.6794,2
11.9483,1.6617,1.6504,1.6689,2
11.9483,1.6528,1.6536,1.6609,2
11.9483,1.6464,1.6480,1.6601,2
11.9483,1.6367,1.6440,1.6673,2
11.9483,1.6262,1.6415,1.6649,2
11.9483,1.6109,1.6303,1.6593,2
11.9483,1.5980,1.6327,1.6601,2
11.9483,1.5859,1.6311,1.6415,2
11.9483,1.5819,1.6432,1.6383,2
11.9483,1.5722,1.6327,1.6391,2
11.9483,1.5650,1.6375,1.6464,2
11.9483,1.5553,1.6399,1.6560,2
11.9483,1.5416,1.6303,1.6585,2
11.9483,1.5336,1.6254,1.6544,2
11.9483,1.5207,1.6488,1.6585,2
11.9483,1.5231,1.6520,1.6585,2
11.9483,1.5263,1.6480,1.6552,2
11.9483,1.5392,1.6423,1.6544,2
11.9483,1.5481,1.6206,1.6593,2
11.9483,1.5698,1.6351,1.6633,2
11.9483,1.5908,1.6383,1.6593,2
11.9483,1.6101,1.6319,1.6560,2
11.9483,1.6254,1.6335,1.6568,2
11.9483,1.6311,1.6367,1.6560,2
11.9483,1.6335,1.6246,1.6536,2
11.9483,1.6222,1.6238,1.6512,2
11.9483,1.6198,1.6182,1.6593,2
11.9483,1.6141,1.6198,1.6560,2
11.9483,1.6101,1.6327,1.6528,2
11.9483,1.6029,1.6367,1.6423,2
11.9483,1.5875,1.6278,1.6432,2
11.9483,1.5706,1.6327,1.6456,2
11.9483,1.5545,1.6383,1.6448,2
11.9483,1.5464,1.6440,1.6496,2
11.9483,1.5424,1.6440,1.6488,2
11.9483,1.5456,1.6520,1.6472,2
11.9483,1.5505,1.6504,1.6383,2
11.9483,1.5642,1.6577,1.6432,2
11.9483,1.5867,1.6617,1.6512,2
11.9483,1.6109,1.6536,1.6560,2
11.9483,1.6407,1.6625,1.6560,2
11.9483,1.6689,1.6528,1.6552,2
11.9483,1.7004,1.6520,1.6560,2
11.9483,1.7310,1.6528,1.6544,2
11.9483,1.7584,1.6343,1.6504,2
11.9483,1.7769,1.6270,1.6577,2
11.9483,1.7842,1.6391,1.6625,2
11.9483,1.7737,1.6383,1.6625,2
11.9483,1.7455,1.6335,1.6536,2
11.9483,1.7173,1.6335,1.6560,2
11.9483,1.6939,1.6327,1.6568,2
11.9483,1.6697,1.6456,1.6568,2
11.9483,1.6480,1.6528,1.6568,2
11.9483,1.6343,1.6496,1.6601,2
11.9483,1.6335,1.6649,1.6633,2
11.9483,1.6415,1.6641,1.6649,2
11.9483,1.6568,1.6657,1.6641,2
11.9483,1.6794,1.6697,1.6673,2
11.9483,1.7173,1.6681,1.6722,2
11.9483,1.7560,1.6714,1.6697,2
11.9483,1.8003,1.6665,1.6665,2
11.9483,1.8519,1.6657,1.6689,2
11.9483,1.9059,1.6609,1.6625,2
11.9483,1.9445,1.6641,1.6568,2
11.9483,1.9671,1.6633,1.6593,2
11.9483,1.9840,1.6649,1.6577,2
11.9483,1.9784,1.6617,1.6585,2
11.9483,1.9623,1.6512,1.6528,2
11.9483,1.9292,1.6496,1.6560,2
11.9483,1.8978,1.6496,1.6577,2
11.9483,1.8559,1.6617,1.6585,2
11.9483,1.8116,1.6544,1.6520,2
11.9483,1.7632,1.6496,1.6657,2
11.9483,1.7141,1.6423,1.6681,2
11.9483,1.6762,1.6480,1.6714,2
11.9483,1.6391,1.6585,1.6633,2
11.9483,1.6238,1.6544,1.6633,2
11.9483,1.6246,1.6464,1.6641,2
11.9483,1.6359,1.6432,1.6568,2
11.9483,1.6472,1.6456,1.6560,2
11.9483,1.6641,1.6407,1.6617,2
11.9483,1.6762,1.6456,1.6657,2
11.9483,1.6810,1.6423,1.6560,2
11.9483,1.6955,1.6488,1.6552,2
11.9483,1.7052,1.6464,1.6552,2
11.9955,1.7141,1.6343,1.6585,2
11.9955,1.7173,1.6295,1.6577,2
11.9955,1.7060,1.6415,1.6520,2
11.9955,1.6923,1.6520,1.6528,2
11.9955,1.6625,1.6391,1.6552,2
11.9955,1.6262,1.6359,1.6488,2
11.9955,1.5843,1.6303,1.6770,2
11.9955,1.5432,1.6375,1.6778,2
11.9955,1.5110,1.6415,1.6738,2
11.9955,1.4852,1.6375,1.6649,2
11.9955,1.4659,1.6423,1.6641,2
11.9955,1.4554,1.6496,1.6633,2
11.9955,1.4634,1.6472,1.6649,2
11.9955,1.4779,1.6440,1.6617,2
11.9955,1.5021,1.6504,1.6641,2
11.9955,1.5376,1.6448,1.6746,2
11.9955,1.5827,1.6488,1.6448,2
11.9955,1.6351,1.6536,1.6375,2
11.9955,1.6826,1.6528,1.6004,2
11.9955,1.7253,1.6423,1.6109,2
11.9955,1.7584,1.6448,1.6149,2
11.9955,1.7858,1.6496,1.6174,2
11.9955,1.7995,1.6577,1.6270,2
11.9955,1.8059,1.6568,1.6335,2
11.9955,1.7979,1.6577,1.6407,2
11.9955,1.7592,1.6536,1.6319,2
11.9955,1.7076,1.6633,1.6311,2
11.9955,1.6496,1.6625,1.6464,2
11.9955,1.5835,1.6577,1.6891,2
11.9955,1.5118,1.6617,1.6802,2
11.9955,1.4465,1.6657,1.6770,2
11.9955,1.3885,1.6625,1.6746,2
11.9955,1.3458,1.6617,1.6665,2
11.9955,1.3208,1.6568,1.6552,2
11.9955,1.3144,1.6560,1.6440,2
11.9955,1.3474,1.6705,1.6407,2
11.9955,1.4046,1.6641,1.6383,2
11.9955,1.4755,1.6512,1.6311,2
11.9955,1.5585,1.6448,1.6246,2
11.9955,1.6560,1.6568,1.6278,2
11.9955,1.7519,1.6593,1.6222,2
11.9955,1.8293,1.6480,1.6238,2
11.9955,1.8857,1.6440,1.6238,2
11.9955,1.9196,1.6456,1.5851,2
11.9955,1.9462,1.6512,1.5851,2
11.9955,1.9542,1.6415,1.5932,2
11.9955,1.9510,1.6415,1.6012,2
11.9955,1.9357,1.6512,1.6069,2
11.9955,1.9067,1.6577,1.6601,2
11.9955,1.8640,1.6568,1.6568,2
11.9955,1.8108,1.6512,1.6585,2
11.9955,1.7608,1.6512,1.6585,2
11.9955,1.7181,1.6456,1.6560,2
11.9955,1.6778,1.6512,1.7020,2
11.9955,1.6488,1.6504,1.7044,2
11.9955,1.6230,1.6552,1.6971,2
11.9955,1.5980,1.6488,1.6988,2
11.9955,1.5779,1.6423,1.6923,2
11.9955,1.5682,1.6440,1.6399,2
11.9955,1.5642,1.6351,1.6407,2
11.9955,1.5714,1.6335,1.6448,2
11.9955,1.5835,1.6359,1.6423,2
11.9955,1.5948,1.6407,1.6472,2
11.9955,1.6182,1.6383,1.6520,2
11.9955,1.6391,1.6359,1.6504,2
11.9955,1.6625,1.6319,1.6738,2
11.9955,1.6834,1.6319,1.6714,2
11.9955,1.6971,1.6456,1.6722,2
11.9955,1.7052,1.6415,1.6746,2
11.9955,1.7092,1.6480,1.6754,2
11.9955,1.7020,1.6480,1.6786,2
11.9955,1.6939,1.6536,1.6762,2
11.9955,1.6786,1.6544,1.6770,2
11.9955,1.6625,1.6585,1.6762,2
11.9955,1.6528,1.6560,1.6810,2
11.9955,1.6448,1.6593,1.6585,2
11.9955,1.6399,1.6705,1.6504,2
11.9955,1.6343,1.6617,1.6544,2
11.9955,1.6262,1.6560,1.6641,2
11.9955,1.6037,1.6488,1.6649,2
11.9955,1.5714,1.6448,1.6633,2
11.9955,1.5239,1.6496,1.6697,2
11.9955,1.4747,1.6568,1.6714,2
11.9955,1.4030,1.6528,1.6714,2
11.9955,1.3031,1.6456,1.6657,2
11.9955,1.1878,1.6496,1.6714,2
11.9955,1.0686,1.6472,1.6762,2
11.9955,0.9598,1.6480,1.6714,2
11.9955,0.8647,1.6488,1.6593,2
11.9955,0.8123,1.6560,1.6585,2
11.9955,0.8051,1.6681,1.6560,2
11.9955,0.8453,1.6665,1.6472,2
11.9955,0.9284,1.6544,1.6440,2
11.9955,1.0525,1.6480,1.6423,2
11.9955,1.2120,1.6504,1.6448,2
11.9955,1.3756,1.6552,1.6407,2
11.9955,1.5142,1.6512,1.6391,2
11.9955,1.6133,1.6432,1.6407,2
11.9955,1.6802,1.6504,1.6464,2
11.9955,1.7004,1.6552,1.6480,2
11.9955,1.6826,1.6464,1.6359,2
11.9955,1.6319,1.6367,1.6448,2
11.9955,1.5505,1.6423,1.6423,2
11.9955,1.4449,1.6407,1.6399,2
11.9955,1.3281,1.6520,1.6391,2
11.9955,1.2338,1.6472,1.6391,2
11.9955,1.1870,1.6415,1.6383,2
11.9955,1.1911,1.6512,1.6359,2
11.9955,1.2394,1.6512,1.6327,2
11.9955,1.3176,1.6464,1.6367,2
11.9955,1.4022,1.6488,1.6488,2
11.9955,1.4788,1.6415,1.6432,2
11.9955,1.5408,1.6359,1.6440,2
11.9955,1.5940,1.6456,1.6544,2
11.9955,1.6407,1.6319,1.6512,2
11.9955,1.6730,1.6311,1.6488,2
11.9955,1.6996,1.6359,1.6512,2
11.9955,1.7245,1.6359,1.6528,2
11.9955,1.7511,1.6367,1.6512,2
11.9955,1.7721,1.6335,1.6488,2
11.9955,1.8035,1.6327,1.6496,2
11.9955,1.8406,1.6383,1.6504,2
11.9955,1.8905,1.6448,1.6512,2
11.9955,1.9405,1.6496,1.6432,2
11.9955,1.9848,1.6496,1.6448,2
11.9955,2.0259,1.6480,1.6520,2
11.9955,2.0477,1.6496,1.6504,2
11.9955,2.0477,1.6480,1.6488,2
11.9955,2.0219,1.6472,1.6520,2
11.9955,1.9832,1.6480,1.6504,2
11.9955,1.9316,1.6407,1.6496,2
11.9955,1.8849,1.6496,1.6520,2
11.9955,1.8309,1.6496,1.6544,2
11.9955,1.7785,1.6423,1.6601,2
11.9955,1.7278,1.6464,1.6609,2
11.9955,1.6633,1.6512,1.6520,2
11.9955,1.5940,1.6520,1.6593,2
11.9955,1.5199,1.6528,1.6665,2
11.9955,1.4304,1.6520,1.6649,2
11.9955,1.3313,1.6464,1.6641,2
11.9955,1.2201,1.6560,1.6641,2
11.9955,1.0976,1.6577,1.6746,2
11.9955,0.9896,1.6472,1.6730,2
11.9955,0.9106,1.6432,1.6657,2
11.9955,0.8873,1.6472,1.6689,2
11.9955,0.9292,1.6488,1.6730,2
11.9955,1.0218,1.6520,1.6657,2
11.9955,1.1492,1.6528,1.6609,2
11.9955,1.3023,1.6488,1.6625,2
11.9955,1.4602,1.6464,1.6625,2
11.9955,1.6069,1.6480,1.6593,2
11.9955,1.7390,1.6504,1.6432,2
11.9955,1.8398,1.6456,1.6512,2
11.9955,1.9026,1.6504,1.6536,2
11.9955,1.9034,1.6544,1.6504,2
11.9955,1.8414,1.6480,1.6512,2
11.9955,1.7245,1.6432,1.6560,2
11.9955,1.5787,1.6359,1.6552,2
11.9955,1.4320,1.6367,1.6472,2
11.9955,1.3200,1.6488,1.6504,2
11.9955,1.2588,1.6440,1.6560,2
11.9955,1.2459,1.6295,1.6609,2
11.9955,1.2708,1.6359,1.6568,2
11.9955,1.3273,1.6278,1.6568,2
11.9955,1.4401,1.6254,1.6593,2
11.9955,1.5521,1.6230,1.6617,2
11.9955,1.6802,1.6133,1.6593,2
11.9955,1.8124,1.6101,1.6649,2
11.9955,1.9373,1.6117,1.6722,2
11.9955,2.0316,1.6037,1.6689,2
11.9955,2.0985,1.6021,1.6633,2
11.9955,2.1388,1.6069,1.6673,2
11.9955,2.1629,1.6149,1.6641,2
11.9955,2.1726,1.6238,1.6641,2
11.9955,2.1275,1.6190,1.6778,2
11.9955,2.1025,1.6117,1.6714,2
11.9955,2.0711,1.6158,1.6738,2
11.9955,2.0396,1.6254,1.6649,2
11.9955,2.0042,1.6214,1.6681,2
11.9955,1.9848,1.6238,1.6673,2
11.9955,1.9679,1.6190,1.6705,2
11.9955,1.9566,1.6254,1.6552,2
11.9955,1.9502,1.6319,1.6552,2
11.9955,1.9494,1.6238,1.6593,2
11.9955,1.9574,1.6254,1.6456,2
11.9955,1.9550,1.6423,1.6488,2
11.9955,1.9518,1.6480,1.6480,2
11.9955,1.9437,1.6423,1.6536,2
11.9955,1.9325,1.6488,1.6528,2
11.9955,1.9155,1.6552,1.6601,2
11.9955,1.8760,1.6544,1.6625,2
11.9955,1.8317,1.6560,1.6770,2
11.9955,1.7842,1.6480,1.6834,2
11.9955,1.7318,1.6528,1.6794,2
11.9955,1.6931,1.6512,1.6778,2
11.9955,1.6681,1.6456,1.6746,2
11.9955,1.6512,1.6480,1.6722,2
11.9955,1.6399,1.6528,1.6705,2
11.9955,1.6295,1.6536,1.6722,2
11.9955,1.6117,1.6480,1.6673,2
11.9955,1.6166,1.6601,1.6714,2
11.9955,1.6158,1.6593,1.6689,2
11.9955,1.6077,1.6585,1.6633,2
11.9955,1.5851,1.6617,1.6649,2
11.9955,1.5392,1.6665,1.6544,2
11.9955,1.4634,1.6746,1.6577,2
11.9955,1.3821,1.6754,1.6593,2
11.9955,1.3015,1.6689,1.6585,2
11.9955,1.2410,1.6786,1.6528,2
11.9955,1.2007,1.6697,1.6520,2
11.9955,1.1701,1.6681,1.6512,2
11.9955,1.1661,1.6681,1.6544,2
11.9955,1.1596,1.6714,1.6512,2
11.9955,1.1500,1.6609,1.6512,2
11.9955,1.1475,1.6617,1.6641,2
11.9955,1.1774,1.6568,1.6625,2
11.9955,1.2370,1.6472,1.6625,2
11.9955,1.3232,1.6488,1.6617,2
11.9955,1.4232,1.6423,1.6641,2
11.9955,1.5150,1.6544,1.6593,2
11.9955,1.5900,1.6536,1.6520,2
11.9955,1.6383,1.6512,1.6488,2
11.9955,1.6907,1.6391,1.6552,2
11.9955,1.7576,1.6496,1.6480,2
11.9955,1.8333,1.6488,1.6456,2
11.9955,1.8978,1.6335,1.6593,2
11.9955,1.9341,1.6327,1.6641,2
12.0323,1.9421,1.6359,1.6633,2
12.0323,1.9196,1.6311,1.6609,2
12.0323,1.8849,1.6311,1.6617,2
12.0323,1.8519,1.6198,1.6697,2
12.0323,1.8212,1.6141,1.6657,2
12.0323,1.7922,1.6270,1.6585,2
12.0323,1.7592,1.6254,1.6665,2
12.0323,1.7197,1.6182,1.6657,2
12.0323,1.6794,1.6238,1.6496,2
12.0323,1.6440,1.6295,1.6407,2
12.0323,1.6198,1.6254,1.6448,2
12.0323,1.6021,1.6295,1.6472,2
12.0323,1.5948,1.6262,1.6432,2
12.0323,1.6069,1.6343,1.6399,2
12.0323,1.6399,1.6351,1.6440,2
12.0323,1.6875,1.6359,1.6480,2
12.0323,1.7487,1.6375,1.6464,2
12.0323,1.8237,1.6367,1.6440,2
12.0323,1.8986,1.6359,1.6536,2
12.0323,1.9623,1.6423,1.6593,2
12.0323,2.0034,1.6472,1.6544,2
12.0323,2.0372,1.6383,1.6552,2
12.0323,2.0606,1.6319,1.6601,2
12.0323,2.0654,1.6335,1.6568,2
12.0323,2.0493,1.6440,1.6552,2
12.0323,2.0219,1.6415,1.6536,2
12.0323,1.9848,1.6319,1.6593,2
12.0323,1.9357,1.6343,1.6577,2
12.0323,1.8889,1.6432,1.6520,2
12.0323,1.8486,1.6343,1.6496,2
12.0323,1.8204,1.6351,1.7036,2
12.0323,1.8003,1.6367,1.6955,2
12.0323,1.7866,1.6343,1.6923,2
12.0323,1.7737,1.6399,1.6915,2
12.0323,1.7681,1.6391,1.6875,2
12.0323,1.7600,1.6335,1.6834,2
12.0323,1.7552,1.6375,1.6754,2
12.0323,1.7487,1.6440,1.6770,2
12.0323,1.7423,1.6496,1.6810,2
12.0323,1.7415,1.6536,1.6794,2
12.0323,1.7407,1.6407,1.6262,2
12.0323,1.7358,1.6407,1.6407,2
12.0323,1.7342,1.6432,1.5900,2
12.0323,1.7399,1.6375,1.5964,2
12.0323,1.7479,1.6262,1.6061,2
12.0323,1.7600,1.6238,1.6174,2
12.0323,1.7697,1.6238,1.6311,2
12.0323,1.7826,1.6278,1.6367,2
12.0323,1.7955,1.6214,1.6335,2
12.0323,1.7995,1.6158,1.6472,2
12.0323,1.7995,1.6230,1.6528,2
12.0323,1.8051,1.6270,1.6472,2
12.0323,1.8124,1.6375,1.7052,2
12.0323,1.8196,1.6367,1.7092,2
12.0323,1.8180,1.6423,1.7004,2
12.0323,1.8164,1.6472,1.6899,2
12.0323,1.8204,1.6528,1.6826,2
12.0323,1.8188,1.6504,1.6762,2
12.0323,1.8043,1.6464,1.6754,2
12.0323,1.7858,1.6432,1.6593,2
12.0323,1.7600,1.6456,1.6536,2
12.0323,1.7262,1.6512,1.6536,2
12.0323,1.6899,1.6480,1.6480,2
12.0323,1.6536,1.6472,1.6359,2
12.0323,1.6238,1.6423,1.6375,2
12.0323,1.5948,1.6440,1.6383,2
12.0323,1.5610,1.6472,1.6319,2
12.0323,1.5223,1.6432,1.6295,2
12.0323,1.4852,1.6464,1.6270,2
12.0323,1.4465,1.6488,1.6319,2
12.0323,1.4070,1.6577,1.6383,2
12.0323,1.3692,1.6456,1.6359,2
12.0323,1.3498,1.6399,1.6407,2
12.0323,1.3353,1.6359,1.6464,2
12.0323,1.3418,1.6383,1.6472,2
12.0323,1.3700,1.6440,1.6480,2
12.0323,1.4135,1.6399,1.6520,2
12.0323,1.4779,1.6432,1.6585,2
12.0323,1.5569,1.6367,1.6601,2
12.0323,1.6488,1.6464,1.6585,2
12.0323,1.7519,1.6423,1.6528,2
12.0323,1.8301,1.6496,1.6544,2
12.0323,1.8583,1.6568,1.6496,2
12.0323,1.8535,1.6633,1.6472,2
12.0323,1.7914,1.6697,1.6504,2
12.0323,1.6923,1.6665,1.6560,2
12.0323,1.5851,1.6649,1.6536,2
12.0323,1.4771,1.6609,1.6536,2
12.0323,1.3837,1.6657,1.6593,2
12.0323,1.3039,1.6657,1.6609,2
12.0323,1.2386,1.6552,1.6593,2
12.0323,1.2120,1.6472,1.6617,2
12.0323,1.2249,1.6440,1.6681,2
12.0323,1.2684,1.6415,1.6697,2
12.0323,1.3547,1.6335,1.6657,2
12.0323,1.4570,1.6246,1.6544,2
12.0323,1.5513,1.6182,1.6568,2
12.0323,1.6359,1.6222,1.6560,2
12.0323,1.7028,1.6270,1.6504,2
12.0323,1.7455,1.6182,1.6464,2
12.0323,1.7745,1.6230,1.6544,2
12.0323,1.7882,1.6262,1.6496,2
12.0323,1.7955,1.6311,1.6440,2
12.0323,1.8011,1.6262,1.6432,2
12.0323,1.8011,1.6319,1.6480,2
12.0323,1.8027,1.6423,1.6544,2
12.0323,1.8051,1.6423,1.6488,2
12.0323,1.8059,1.6464,1.6448,2
12.0323,1.8092,1.6520,1.6488,2
12.0323,1.8092,1.6577,1.6504,2
12.0323,1.8075,1.6528,1.6407,2
12.0323,1.8067,1.6577,1.6464,2
12.0323,1.8027,1.6593,1.6496,2
12.0323,1.7930,1.6568,1.6504,2
12.0323,1.7793,1.6544,1.6448,2
12.0323,1.7616,1.6512,1.6512,2
12.0323,1.7407,1.6625,1.6601,2
12.0323,1.7173,1.6440,1.6681,2
12.0323,1.6867,1.6286,1.6585,2
12.0323,1.6601,1.6286,1.6625,2
12.0323,1.6295,1.6367,1.6657,2
12.0323,1.6004,1.6359,1.6617,2
12.0323,1.5618,1.6295,1.6826,2
12.0323,1.5263,1.6367,1.6794,2
12.0323,1.4941,1.6286,1.6762,2
12.0323,1.4667,1.6359,1.6681,2
12.0323,1.4505,1.6335,1.6609,2
12.0323,1.4368,1.6407,1.6528,2
12.0323,1.4441,1.6423,1.6617,2
12.0323,1.4747,1.6472,1.6705,2
12.0323,1.5513,1.6432,1.6689,2
12.0323,1.6182,1.6440,1.6673,2
12.0323,1.6818,1.6488,1.6391,2
12.0323,1.7334,1.6456,1.6423,2
12.0323,1.7399,1.6577,1.6504,2
12.0323,1.6826,1.6528,1.6552,2
12.0323,1.6045,1.6536,1.6568,2
12.0323,1.5352,1.6577,1.6609,2
12.0323,1.5569,1.6609,1.6609,2
12.0323,1.5980,1.6552,1.6633,2
12.0323,1.5827,1.6488,1.6697,2
12.0323,1.5416,1.6415,1.6689,2
12.0323,1.4675,1.6391,1.6746,2
12.0323,1.3748,1.6512,1.6802,2
12.0323,1.2757,1.6520,1.6770,2
12.0323,1.3756,1.6528,1.6730,2
12.0323,1.5908,1.6432,1.6738,2
12.0323,1.7810,1.6448,1.6714,2
12.0323,1.7874,1.6480,1.6722,2
12.0912,1.7020,1.6488,1.6609,2
12.0912,1.5988,1.6601,1.6544,2
12.0912,1.5352,1.6681,1.6568,2
12.0912,1.5223,1.6689,1.6568,2
12.0912,1.5376,1.6649,1.6544,2
12.0912,1.5747,1.6585,1.6560,2
12.0912,1.4916,1.6552,1.6891,2
12.0912,1.3788,1.6617,1.7044,2
12.0912,1.3216,1.6593,1.7036,2
12.0912,1.3845,1.6504,1.6979,2
12.0912,1.4723,1.6536,1.6971,2
12.0912,1.5747,1.6552,1.7552,2
12.0912,1.6649,1.6585,1.7447,2
12.0912,1.7374,1.6641,1.7407,2
12.0912,1.8051,1.6649,1.7374,2
12.0912,1.9018,1.6681,1.7326,2
12.0912,1.9703,1.6641,1.6947,2
12.0912,1.9647,1.6577,1.6778,2
12.0912,1.9171,1.6601,1.6810,2
12.0912,1.8301,1.6617,1.6859,2
12.0912,1.7536,1.6633,1.6851,2
12.0912,1.7205,1.6633,1.6311,2
12.0912,1.6963,1.6633,1.6367,2
12.0912,1.6826,1.6593,1.6456,2
12.0912,1.6657,1.6496,1.6528,2
12.0912,1.6423,1.6528,1.6633,2
12.0912,1.6214,1.6601,1.6665,2
12.0912,1.6085,1.6689,1.6754,2
12.0912,1.6029,1.6689,1.6810,2
12.0912,1.5964,1.6778,1.6859,2
12.0912,1.6085,1.6625,1.6883,2
12.0912,1.5956,1.6552,1.6875,2
12.0912,1.5730,1.6464,1.6939,2
12.0912,1.5327,1.6440,1.7044,2
12.0912,1.5295,1.6568,1.6947,2
12.0912,1.5593,1.6472,1.6867,2
12.0912,1.5779,1.6456,1.6867,2
